,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area,geometry
0,1,7,MAXWELL,DTSZ07,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,5E3B7679E895F85B,2014-05-02,29392.0489,29096.7515,1419.80255454,63664.1778598,"POLYGON ((103.8471368658085 1.279756932156136, 103.8469984490564 1.27947664489033, 103.8469175607148 1.279272983246023, 103.8468568929442 1.279043874471234, 103.8468215109034 1.278809675795061, 103.8468114012937 1.278606017388226, 103.846821508698 1.278387096811616, 103.8468568885748 1.278208890610097, 103.8469428266857 1.278076520971091, 103.8470144812202 1.278034711797128, 103.8472257949371 1.277906580231953, 103.8470348712052 1.27759708406956, 103.8469617249892 1.277445161099596, 103.8469434370057 1.277263316017124, 103.8469307108422 1.277057397614274, 103.8469300952921 1.277047444177009, 103.8465989334385 1.27744234320024, 103.8465407894578 1.277511677544068, 103.846339582894 1.277721265151484, 103.8462077691079 1.277865895477988, 103.8462005413139 1.277873825890575, 103.8459503819857 1.278186374757308, 103.8459258853106 1.278216861924659, 103.8458797025663 1.278274282995025, 103.8457163790961 1.278477402348628, 103.8456826257386 1.27851961464993, 103.8456459809025 1.278565221950698, 103.8455883885869 1.278637471038256, 103.8455199959097 1.278723004392629, 103.845430913626 1.278835021266099, 103.8453714900903 1.27890974289113, 103.8451863871039 1.279160431908712, 103.8451693051097 1.279183516807307, 103.8451312998954 1.279234878581006, 103.8449510569714 1.279467325613806, 103.8447798450678 1.27966561653853, 103.8446471327648 1.279857538743246, 103.8445641487836 1.279970032159369, 103.8444284532086 1.280140046125311, 103.8443623274543 1.280223107809146, 103.8442088804295 1.280415859383036, 103.8440973877073 1.280555909809011, 103.844051122218 1.280614025398557, 103.8443313876989 1.280763050882201, 103.8443843954499 1.280829399385319, 103.8445033913149 1.280978339629499, 103.8446607379984 1.281192952869238, 103.8447623120882 1.281331494790247, 103.84476887056 1.281340439834196, 103.8448968076204 1.281242820298327, 103.8449507502901 1.281201659692227, 103.8449788043592 1.281180253246458, 103.8450278868198 1.281136351530875, 103.8450446130065 1.281113212373198, 103.8450655416305 1.281084259938339, 103.8450965994167 1.281042139903327, 103.8451342389595 1.280992247725303, 103.8451647315376 1.280944602022416, 103.8451996717834 1.280876163140184, 103.84523255436 1.280804517389068, 103.8452569493562 1.280735818098163, 103.8452806974031 1.280667003955682, 103.8452849384465 1.280654714520879, 103.8453016096845 1.280602995621495, 103.8453051471784 1.280592025658362, 103.8453278052604 1.280515557880192, 103.8453292024495 1.280507443911537, 103.8453377913439 1.280457604320221, 103.8453394113641 1.280448141942391, 103.8453395542278 1.280447299977991, 103.8453522583129 1.280373099489279, 103.845352652763 1.280371353158754, 103.8453643290251 1.280319744614936, 103.8453744965883 1.280256772732931, 103.8453885214633 1.280169906606947, 103.8454765624016 1.280251604707357, 103.8455017314614 1.280274960715775, 103.8455271458233 1.280298448760052, 103.845574552905 1.280343261623353, 103.8455749860023 1.280343671298576, 103.8455899350484 1.280357936678991, 103.8456134022745 1.280380333163267, 103.8456894962027 1.28044922188888, 103.8456941371723 1.28045342445014, 103.8457310897136 1.28048683784131, 103.8457320421682 1.280487698792082, 103.8457602959237 1.280513040768202, 103.8457941934976 1.280559025750083, 103.8458484925164 1.280632641692685, 103.8458839751245 1.280680609937776, 103.8458891381593 1.280687636827738, 103.8459321838172 1.280746224087698, 103.8459346736832 1.280749614539459, 103.8459732593615 1.280698759195801, 103.8459894832627 1.280677377215473, 103.8459910655792 1.280675476232546, 103.8460171248212 1.280642271440569, 103.8460403716515 1.280611813218598, 103.8460514505558 1.28059729720199, 103.84606908785 1.280574645485749, 103.8460816502325 1.280558510648391, 103.8461118957316 1.280519279146658, 103.846143340773 1.28047902661052, 103.846125973716 1.280456466410513, 103.8461113445212 1.280437190850033, 103.8461007515861 1.280423231126254, 103.8461044517414 1.280418229969689, 103.8461527582245 1.280453499054571, 103.8461844224939 1.280410433941928, 103.8462278677269 1.280413743698008, 103.8462724351369 1.28039764577648, 103.8462710064437 1.280394137752209, 103.8462556142368 1.280344387811731, 103.8462417765192 1.280298220052705, 103.8462252611235 1.28024499916512, 103.8462127883185 1.280205294895077, 103.8462094286323 1.280194778956762, 103.8463290602722 1.280072894375878, 103.846509826963 1.280016979277608, 103.8464868159203 1.279941681068734, 103.8466081354084 1.279901265275712, 103.8466156239473 1.279925311395598, 103.84669630085 1.279901351633979, 103.8467981787208 1.279871096473693, 103.8467982541978 1.279871073864175, 103.8468692619441 1.279849709675515, 103.8469683893877 1.279819742111108, 103.8471368658085 1.279756932156136))"
1,2,1,TANGLIN,ORSZ01,Y,ORCHARD,OR,CENTRAL REGION,CR,3EC2B9D55537C009,2014-05-02,27162.8757,31905.7324,1864.48870858,167537.068293,"POLYGON ((103.8280953850812 1.304598682901747, 103.8280221373908 1.304582228734686, 103.8280221221155 1.304582223308474, 103.8280220843766 1.304582216073471, 103.8279889181376 1.304574765845864, 103.8279733238682 1.304571263207733, 103.8278094739898 1.304525744363741, 103.8277362955137 1.304499265305033, 103.827736271253 1.30449925626133, 103.8276523641408 1.304468893833819, 103.8276072373708 1.304452566329413, 103.8275709765599 1.304436476692555, 103.8275709558933 1.304436467648858, 103.8275709496035 1.304436464935754, 103.8275709397195 1.304436461318262, 103.8275510998311 1.304427656377117, 103.827551078266 1.304427647333418, 103.8275510567009 1.304427637385355, 103.8275510522082 1.304427634672239, 103.827420093673 1.304369525312306, 103.827289330156 1.30429987082538, 103.8272893247648 1.304299869016641, 103.8272804740927 1.304295153637334, 103.8272208960416 1.304263418428405, 103.8271747782112 1.304234782509284, 103.8271747701243 1.304234777083085, 103.8271747611388 1.304234770752503, 103.8271350697042 1.304210126714554, 103.8270757324801 1.304173283650557, 103.8270351541978 1.304142288255031, 103.826921358898 1.304055367659369, 103.826782123139 1.303938479056669, 103.8266598842173 1.303851363988506, 103.8265969806992 1.303806534458323, 103.8264544841806 1.303676246760099, 103.8263962225917 1.303620072885948, 103.8263417277014 1.303567530045488, 103.8262374579615 1.303472897926768, 103.8262315599156 1.303468759536852, 103.8261189920652 1.303389785561254, 103.8259982627376 1.303307115417852, 103.8259942974632 1.303303709568489, 103.825916763007 1.303237123674909, 103.8258052913562 1.303173909148934, 103.8256953652063 1.303112012282186, 103.8256383741183 1.303079922532428, 103.8255585159478 1.303042820720878, 103.8254978147544 1.303014619724917, 103.8253718423344 1.302968385487204, 103.8252227458266 1.302925337245447, 103.8251215354741 1.302901789969931, 103.8251207357686 1.302901640747121, 103.824948658918 1.302869690778069, 103.8248216054838 1.302847520751337, 103.8248182673873 1.302846932902872, 103.8248181281128 1.302846909388921, 103.8246995210089 1.302826048000525, 103.824596595322 1.302808006470658, 103.8245115021687 1.302793303914186, 103.824408676222 1.302775600609382, 103.8243236495643 1.302760614980609, 103.8242634649919 1.302750198289894, 103.8242043658634 1.3027398014977, 103.8240787824628 1.30271785481679, 103.8240035220987 1.302704624585265, 103.8239842455996 1.302702634910864, 103.823894553675 1.302693379305317, 103.823881322591 1.302692013664599, 103.8238646051499 1.30269028897782, 103.8238548154928 1.30269001582263, 103.823808352585 1.302688720595964, 103.823755449799 1.302687245375225, 103.8234129250182 1.302677693949675, 103.8234183017765 1.302713690401901, 103.8234599689623 1.302992661775492, 103.8234618314907 1.303033149289119, 103.8234740542781 1.303298906871939, 103.8234787542233 1.303388919219895, 103.823479174735 1.303390954042269, 103.8235064252285 1.303549782306805, 103.8234888024181 1.303683983637869, 103.8234705497187 1.303819745899739, 103.8234663453508 1.303837591712994, 103.8234430447591 1.303936505612387, 103.8234201548082 1.304033674089111, 103.8234166064021 1.304045485983175, 103.8233805706248 1.304165440781757, 103.8232914824865 1.304379770351502, 103.8232032824486 1.304506206519294, 103.8230796156841 1.304677936742961, 103.8229627700407 1.304783752363414, 103.8229383546392 1.304805863980235, 103.8227304229559 1.304994169935646, 103.8226969277007 1.305024503995818, 103.8226639500095 1.305054368692437, 103.8226957701698 1.305072724719405, 103.8227071376578 1.30507928231656, 103.8227950557613 1.305129238893254, 103.8228886149857 1.305169384941622, 103.8230327470799 1.305220653977522, 103.8232393362525 1.305277342211781, 103.8233758784443 1.305300696170523, 103.8234193078815 1.305308123890891, 103.8235487893052 1.305328891328992, 103.8236223362213 1.305340687245337, 103.8237597150257 1.305348629002308, 103.8238824412184 1.305358808094744, 103.8239459585865 1.305362480959412, 103.824004966149 1.305365891539864, 103.8240661437017 1.30536947757374, 103.8241755282858 1.305375887209997, 103.8243468074576 1.30538785167315, 103.8244455029155 1.305398178967243, 103.8245414011741 1.305415314305471, 103.8246329019344 1.305435599527159, 103.824709126508 1.30545348360439, 103.8248414059251 1.305504150188393, 103.8249473462742 1.305544553041544, 103.8250389512108 1.305584138296934, 103.8251024397339 1.305618263806481, 103.82513906623 1.305641895882232, 103.8252031109335 1.305683219230132, 103.82537385968 1.305793299057646, 103.8254966072638 1.305868868164438, 103.825527496559 1.305887646490871, 103.8256148324787 1.305940742921208, 103.8257603761784 1.306029493201625, 103.8258883892651 1.306107300607866, 103.8260353895236 1.306197940998929, 103.8261623504269 1.306276336225143, 103.826250950625 1.306330985431138, 103.8262747656803 1.306345676903928, 103.8264026224462 1.306425527243335, 103.8265154456701 1.306488665778962, 103.8266500532488 1.306563996109075, 103.8266700234339 1.306575171397662, 103.8266832994481 1.306583794550951, 103.8267035966994 1.306596979338619, 103.8268488520272 1.30669132847693, 103.8273427108393 1.307028453375618, 103.8274597221725 1.307122252556571, 103.8276116302759 1.307273601062888, 103.8276125764444 1.307274544317485, 103.828193619227 1.306989853368116, 103.8283672942468 1.306904760231745, 103.8282591524685 1.306354594239536, 103.8282422078377 1.306268403722191, 103.8282322969634 1.306217990793106, 103.8282226835056 1.306169089058087, 103.8283132852474 1.306003041542203, 103.8283152180293 1.305999500958068, 103.8283356528622 1.305962048541389, 103.8283603558067 1.305917778127139, 103.8283846130627 1.305877777217751, 103.8283940002112 1.305863902472231, 103.8284081245135 1.305843026144051, 103.8284407095013 1.305803503659464, 103.8284673496783 1.305775644755126, 103.8284827525982 1.30576193461536, 103.8285076801325 1.30573993418216, 103.8285469700548 1.305711240572687, 103.8285621240687 1.305701568420589, 103.8285745321196 1.305693647113332, 103.8285506910652 1.305643932328293, 103.8285494789306 1.305641122464656, 103.8282931695794 1.305046988678771, 103.8281816766216 1.304788447748465, 103.8280953850812 1.304598682901747))"
2,3,2,BOULEVARD,ORSZ02,Y,ORCHARD,OR,CENTRAL REGION,CR,0937E2A5F54A1C53,2014-05-02,27916.9271,31967.0064,4109.23149243,460550.431983,"POLYGON ((103.8366122204808 1.304366176769252, 103.8365454843707 1.304241047137516, 103.8364950084019 1.304146207372645, 103.8364605382819 1.304081443141561, 103.8364192014558 1.304003550255058, 103.8363658941701 1.303903033793195, 103.8362822797518 1.303745313580931, 103.8362024006089 1.303594644693526, 103.8361381840676 1.30347356298389, 103.8360806113966 1.303365019378476, 103.8360279304256 1.303265632459764, 103.8358975349013 1.302967559391636, 103.8358377625837 1.302830925307926, 103.8358356509958 1.302826097810831, 103.8359628715616 1.302757195032104, 103.8358562956434 1.302478598335419, 103.8357894041239 1.302303740375139, 103.8357082059567 1.302116889644986, 103.8356708713112 1.30204186176864, 103.8356043329893 1.301917080289519, 103.835553183192 1.301821156170947, 103.8354975083155 1.301716740974174, 103.8354370522629 1.301588582586862, 103.835318589615 1.301337459572496, 103.8352686510833 1.301246684899823, 103.8352265712407 1.301165584210369, 103.835166360529 1.301052976368383, 103.8351123947233 1.300955349323263, 103.8350677261794 1.300871262420205, 103.8348350880442 1.300433332960645, 103.8348301541341 1.300435759374355, 103.8348177640998 1.300444346325489, 103.8342761966884 1.300820362478914, 103.834107262135 1.300986521480745, 103.8334164532951 1.301690797490201, 103.8328666573967 1.302231206958143, 103.83238603765 1.302703596341681, 103.8321149650924 1.302928115634051, 103.8321038680442 1.302937313922808, 103.8320760059167 1.302960404150576, 103.8319153691658 1.303098949131681, 103.8315852269548 1.303383687269222, 103.8313299830732 1.303572687559599, 103.8309203212135 1.303819478397285, 103.8308416776978 1.30386241846404, 103.8307999285146 1.303885216553698, 103.8307950098689 1.303887902512093, 103.8307400143064 1.303917934601085, 103.8307392846887 1.303916040860509, 103.8305866395353 1.304000084220306, 103.8305405485678 1.304025949906133, 103.8304561273805 1.304073326767796, 103.8302911559371 1.30416612886803, 103.8301473641368 1.304246940916211, 103.829967849691 1.304342693014238, 103.8298277122701 1.304415700380832, 103.8296924908081 1.304475822357454, 103.8296260854856 1.304498586929847, 103.8295182122113 1.304537620055346, 103.8294288562007 1.304564985995295, 103.8293031252156 1.304597040100631, 103.8291948206649 1.304614621679155, 103.8290972825013 1.304630577223392, 103.8290889844213 1.304631553018896, 103.8290889781315 1.304631553923249, 103.8290889700446 1.304631555731961, 103.8290889556678 1.30463155754068, 103.8289785314504 1.304644543124468, 103.8289663848943 1.304645971999612, 103.8288368575806 1.304655043453001, 103.8287290364681 1.304658391215141, 103.8286949536954 1.304658047493527, 103.8286603785191 1.304657699248712, 103.828594503369 1.304657035320985, 103.8284598534703 1.304649823657511, 103.8283922405433 1.304643026319217, 103.8283535778855 1.304639140187112, 103.8283535500305 1.304639136569603, 103.8283535203785 1.304639132952091, 103.8282984502622 1.304633597225057, 103.8282263212494 1.304622474296525, 103.828226314061 1.304622472487767, 103.8282263086697 1.304622471583393, 103.8282093108681 1.30461985069953, 103.8281465195497 1.304610167536521, 103.8280953850812 1.304598682901747, 103.8281816766216 1.304788447748465, 103.8282931695794 1.305046988678771, 103.8285494789306 1.305641122464656, 103.8285506910652 1.305643932328293, 103.8285745321196 1.305693647113332, 103.8285621240687 1.305701568420589, 103.8285469700548 1.305711240572687, 103.8285076801325 1.30573993418216, 103.8284827525982 1.30576193461536, 103.8284673496783 1.305775644755126, 103.8284407095013 1.305803503659464, 103.8284081245135 1.305843026144051, 103.8283940002112 1.305863902472231, 103.8283846130627 1.305877777217751, 103.8283603558067 1.305917778127139, 103.8283356528622 1.305962048541389, 103.8283152180293 1.305999500958068, 103.8283132852474 1.306003041542203, 103.8282226835056 1.306169089058087, 103.8282322969634 1.306217990793106, 103.8282422078377 1.306268403722191, 103.8282591524685 1.306354594239536, 103.8283672942468 1.306904760231745, 103.828193619227 1.306989853368116, 103.8276125764444 1.307274544317485, 103.8276714554408 1.307333206071013, 103.8277573194934 1.307450307029023, 103.8277872293252 1.307506744881952, 103.8279393312681 1.307793749888651, 103.8279393384564 1.307793762549767, 103.8281573333428 1.308228309365486, 103.8281630768377 1.308239760443739, 103.8282034046114 1.308218100087159, 103.8282599161485 1.308187753339572, 103.8286846691528 1.307959557621101, 103.8286499583811 1.30788880096307, 103.8287033312766 1.307859174073736, 103.8287079731793 1.307856596642829, 103.8288603526586 1.307772011686286, 103.8289076890995 1.307745736357461, 103.8290872451667 1.307646070248512, 103.8291484587857 1.307612585342891, 103.8291724805819 1.307599444963324, 103.8292115951322 1.307679021890931, 103.829256452285 1.307770266941197, 103.8292798980153 1.307817966793494, 103.8293240058354 1.307876877184194, 103.8293692961775 1.307916062476573, 103.8293963864693 1.307932966905273, 103.8294546060478 1.307952985110081, 103.8295085197968 1.307965786476291, 103.8295151483818 1.30796736098547, 103.8295646161355 1.307967622422119, 103.8296316990518 1.307946858308078, 103.8297196696353 1.307908148912978, 103.8298086546772 1.307869007229834, 103.8298943168874 1.307829287649832, 103.8299884488128 1.307784666421328, 103.8300363297578 1.307761746264982, 103.8301330818452 1.30771573140838, 103.8302479055314 1.307661192028315, 103.8303622044647 1.307603313727654, 103.8304691946027 1.307548211813111, 103.8305673582975 1.307497610907525, 103.830672865822 1.307443393451275, 103.8307792161798 1.307389110877124, 103.8308791913342 1.307338486447556, 103.8309600058467 1.307297283667743, 103.8310369080784 1.307258369828899, 103.8311211837924 1.307215630531319, 103.8311740336893 1.307187062599515, 103.8312681853414 1.307136169552877, 103.8312956539502 1.307123219072225, 103.8313086747819 1.307149069444861, 103.8313454055428 1.307232670760652, 103.8313830716924 1.30731850947496, 103.8314216256084 1.307406077334736, 103.8314350022643 1.307436425112817, 103.8314373429769 1.30744178438009, 103.8314402524692 1.30744840252354, 103.8314403423238 1.307448652128275, 103.8314466186684 1.307463017062702, 103.8314578855386 1.307488561757879, 103.831466782044 1.307508940719786, 103.8314729110274 1.307522946621211, 103.8314729316939 1.307522995456923, 103.8314753991019 1.307528325784595, 103.8316775585658 1.307965380991102, 103.8316864056547 1.307985563704966, 103.8317907001232 1.307952583398155, 103.8319292634139 1.30790483030836, 103.8319757677644 1.30788958636196, 103.8323523617795 1.307766137133203, 103.8324929843581 1.308207784612157, 103.8330723051792 1.308034064412019, 103.8332388375491 1.30798575416359, 103.8332769072217 1.308101704577398, 103.8333184120463 1.308229578135313, 103.8333184300173 1.3082296296841, 103.8335553322406 1.308924269518662, 103.8335553430232 1.308924301171423, 103.8335648065339 1.30893792632971, 103.8340880852796 1.309691296416687, 103.8341585413955 1.309792732655813, 103.8343281432906 1.309715233058117, 103.8343472661955 1.309706486939077, 103.8343608486514 1.309700274852153, 103.8347215897076 1.309535409890735, 103.8348508467646 1.309488146809976, 103.8349409711319 1.309433024818544, 103.835225658082 1.309263998849606, 103.8354042525471 1.309146502736736, 103.8354578257527 1.309100661347511, 103.8354809264944 1.309059468418321, 103.8354776817882 1.309002267351491, 103.8354542134605 1.308947967504009, 103.8352186129249 1.308542967840973, 103.8351998898517 1.308505522632955, 103.8351811164602 1.308467977944717, 103.8351828596119 1.308425066740817, 103.8351841337463 1.308415904620673, 103.8351269007049 1.308378426883232, 103.8351238231767 1.308376411960802, 103.8351470991376 1.308340227406284, 103.8351960618591 1.308264257114365, 103.8352372826978 1.308200259712194, 103.8352806726263 1.308132815773591, 103.8353281958678 1.308058986111438, 103.8353806988523 1.307977491048665, 103.8354234777617 1.307911188416277, 103.8354790699438 1.307825385859495, 103.8355181126915 1.307764962503823, 103.8355734748363 1.307676171923914, 103.8356249256051 1.307594079071645, 103.8356720597528 1.307517648449986, 103.8356944039042 1.307481568797328, 103.8357176501939 1.30744241159035, 103.8357796687233 1.30731014999453, 103.83582511438 1.307121971541127, 103.8358251170756 1.307121953453827, 103.8358348231297 1.307064999265216, 103.8358415001999 1.307028298328186, 103.8358742601165 1.306802561618027, 103.8358743311013 1.306802071452249, 103.8358124984566 1.306799786184704, 103.8357707483476 1.306798140281971, 103.835735150593 1.306796737646736, 103.8356769516744 1.306794441519958, 103.8356187617413 1.306792142678708, 103.8356019139766 1.306791476177257, 103.8355608242996 1.306789232485298, 103.8355027493801 1.306786040128866, 103.8354982395704 1.306785795954309, 103.8354451983092 1.306777240709177, 103.8354134256684 1.306772103944057, 103.8353869014426 1.306766351301824, 103.8352840348192 1.306744041610222, 103.8351270954041 1.306710011386602, 103.8349944509266 1.30669000512131, 103.8349894639734 1.306666854291273, 103.8350038056436 1.306599523421373, 103.8350164571508 1.306540107552848, 103.8350261892864 1.306494455213411, 103.8344784950392 1.306479614899041, 103.8342779670331 1.306207871460795, 103.8342245852163 1.306135549430709, 103.8341367432054 1.306016516970942, 103.8340967335967 1.306016693334623, 103.833729655523 1.306018316754593, 103.8336857282486 1.306018142218771, 103.8336825402033 1.306018129558118, 103.8336811213974 1.306018124132119, 103.8336811330785 1.306017905275847, 103.8336811923824 1.306016786576645, 103.8336820352174 1.306000697927448, 103.8336784068817 1.305983555693929, 103.8336760203355 1.305946452321269, 103.8336710154252 1.305924580260225, 103.8336643221428 1.305886634020142, 103.8336613425512 1.305813941181088, 103.8336624657295 1.305771471307396, 103.8336630938061 1.305712108804381, 103.8336768065219 1.30563431896317, 103.8336956382636 1.305588699184431, 103.8337265347908 1.305516779572013, 103.8337576011405 1.305438314166971, 103.8337786630726 1.305392050479442, 103.8337802777603 1.305385320196593, 103.83378547136 1.305377096806865, 103.8338048098789 1.305334626025235, 103.8338608944609 1.305238612320046, 103.8339118034131 1.305160830608411, 103.8339640781588 1.305104810624721, 103.8340346562964 1.30503399884472, 103.8340751295278 1.304993310557826, 103.8341366233544 1.304931660897023, 103.8341897642903 1.304878394698943, 103.8342394736752 1.304828472841882, 103.8342848269054 1.304782945293882, 103.834342166742 1.304725125614295, 103.8343933542294 1.304673334431536, 103.8344514479412 1.304614534417663, 103.8345144027849 1.304549921143406, 103.8345714326135 1.30449455409586, 103.8346195282018 1.304460414301502, 103.8346428463758 1.304443861701009, 103.8349006680568 1.304301124756546, 103.8349561793496 1.304279822408951, 103.8350333258404 1.304252292589692, 103.8350955888099 1.304231453269151, 103.8351666323748 1.304210772204473, 103.8352140495632 1.30419839231991, 103.8352536826449 1.304188699308175, 103.8352844902043 1.304181203004735, 103.835310128428 1.304176871981705, 103.8353348815867 1.304176838500512, 103.8353653180537 1.304178843452684, 103.8354039447727 1.304181781702144, 103.8354268109912 1.304190695102305, 103.8354605343516 1.304204707301626, 103.8354895619081 1.304218566666886, 103.8355172928656 1.304236270487607, 103.8355315626907 1.304245379237075, 103.8355616110024 1.304265476004442, 103.8355726316904 1.3042822546742, 103.8355809486432 1.304289165822321, 103.8355954386294 1.304316982260884, 103.8355972096667 1.304319373399734, 103.8356133071559 1.304350277338068, 103.8356281296056 1.304378730448918, 103.8356472102753 1.304415354491436, 103.8356687934023 1.304456788847688, 103.8357008589934 1.304518340788121, 103.8357246893914 1.304564087152929, 103.8357350343785 1.30458494360333, 103.8357444269036 1.304602973010321, 103.8357502099618 1.304615538248832, 103.8357576490439 1.304630537131309, 103.8357926070752 1.304706584226174, 103.8358082238497 1.304740558481997, 103.8358201233298 1.304767314101856, 103.8358224496708 1.304770916184405, 103.835883291135 1.304739607919203, 103.8359916279527 1.304684053583022, 103.8362099135655 1.304572119209666, 103.8362231033238 1.304565353641627, 103.8364270607014 1.304460939963203, 103.8364333109876 1.304457739408539, 103.8364786695907 1.304434518882073, 103.836525114535 1.304410733125415, 103.8365426352833 1.304401762708852, 103.8365648122967 1.304390422850438, 103.8366122204808 1.304366176769252))"
